start,finish,counter
1600884930268,1600884952300,0
1600884990872,1600884993454,1
1600885052729,1600885056709,2
1600885115406,1600885124245,3
1600885176056,1600885183792,4
1600885236845,1600885239965,5
1600885297584,1600885300252,6
1600885358324,1600885362820,7
1600885418931,1600885425588,8
1600885480798,1600885484899,9
1600885541525,1600885545619,10
1600885581812,1600885586186,11
1600885662933,1600885666470,12
1600885723586,1600885732587,13
1600885786161,1600885788813,14
