start,finish,counter
1600568275925,1600568281614,0
1600568346128,1600568348073,1
1600568381217,1600568382529,2
1600568452370,1600568456309,3
1600568485434,1600568486451,4
1600568555611,1600568556931,5
1600568626801,1600568628094,6
1600568696990,1600568699190,7
1600568767176,1600568768705,8
1600568802266,1600568803542,9
1600568873425,1600568875163,10
1600568942601,1600568943740,11
1600568977674,1600568978887,12
1600569047844,1600569050225,13
1600569117978,1600569119656,14
