start,finish,counter
1599718557895,1599718581624,0
1599718611119,1599718613667,1
1599718663542,1599718669924,2
1599718732930,1599718753663,3
1599718775214,1599718778547,4
1599718795263,1599718798335,5
1599718914172,1599718917788,6
1599718946341,1599718949805,7
1599719023888,1599719027763,8
1599719094408,1599719097847,9
1599719164898,1599719168869,10
1599719200031,1599719204771,11
1599719270543,1599719282561,12
1599719339960,1599719343929,13
1599719446419,1599719450280,14
