start,finish,counter
1599849256247,1599849358949,0
1599849327331,1599849424951,1
1599849362800,1599849463958,2
1599849433656,1599849511314,3
1599849504849,1599849585785,4
1599849540177,1599849603676,5
1599849611030,1599849735779,6
1599849682094,1599849758773,7
1599849753055,1599849780056,8
1599849788489,1599849856682,9
1599849859337,1599849909579,10
1599849930404,1599849963542,11
1599849965758,1599850010765,12
1599850037655,1599850090727,13
1599850107407,1599850128140,14
