start,finish,counter
1599144140557,1599144165099,0
1599144200743,1599144208764,1
1599144260952,1599144266925,2
1599144321111,1599144323280,3
1599144382266,1599144409117,4
1599144442476,1599144450896,5
1599144502646,1599144517146,6
1599144562836,1599144585347,7
1599144622977,1599144628663,8
1599144683182,1599144691373,9
1599144743414,1599144753573,10
1599144803579,1599144807934,11
1599144866785,1599144869007,12
1599144926941,1599144932003,13
1599144987156,1599144989282,14
