start,finish,counter
1600555052860,1600555058871,0
1600555112933,1600555115187,1
1600555173032,1600555173862,2
1600555223066,1600555224140,3
1600555353267,1600555354498,4
1600555413364,1600555414614,5
1600555433398,1600555434675,6
1600555533545,1600555534574,7
1600555593647,1600555595443,8
1600555644705,1600555645720,9
1600555704816,1600555705830,10
1600555764915,1600555766142,11
1600555825012,1600555826454,12
1600555885088,1600555885950,13
1600555945167,1600555946262,14
