start,finish,counter
1600679258110,1600679276121,0
1600679328370,1600679333281,1
1600679335399,1600679337052,2
1600679442802,1600679452070,3
1600679492899,1600679494440,4
1600679563219,1600679567353,5
1600679598291,1600679599824,6
1600679668530,1600679670220,7
1600679738752,1600679741954,8
1600679809121,1600679810757,9
1600679844203,1600679845576,10
1600679923548,1600679925556,11
1600679979758,1600679981666,12
1600680049137,1600680051120,13
1600680156404,1600680158309,14
