start,finish,counter
1599714134120,1599714155978,0
1599714184446,1599714188816,1
1599714244836,1599714247952,2
1599714284980,1599714289021,3
1599714375391,1599714397352,4
1599714425774,1599714435821,5
1599714484988,1599714502103,6
1599714545312,1599714548781,7
1599714605657,1599714608555,8
1599714635867,1599714646169,9
1599714726273,1599714730086,10
1599714786628,1599714790133,11
1599714847020,1599714850291,12
1599714917377,1599714925855,13
1599714977575,1599714981064,14
