start,finish,counter
1599048317504,1599048334101,0
1599048377790,1599048381617,1
1599048407983,1599048412747,2
1599048498514,1599048504907,3
1599048558812,1599048563172,4
1599048619139,1599048623794,5
1599048679497,1599048683799,6
1599048739787,1599048745546,7
1599048800082,1599048802140,8
1599048860474,1599048863207,9
1599048910674,1599048911642,10
1599048981103,1599048983834,11
1599049041503,1599049045277,12
1599049101824,1599049104994,13
1599049162118,1599049163756,14
