start,finish,counter
1599048316457,1599048329085,0
1599048386872,1599048388245,1
1599048393919,1599048395339,2
1599048501551,1599048509208,3
1599048551737,1599048552933,4
1599048622163,1599048625842,5
1599048657270,1599048658404,6
1599048727684,1599048728702,7
1599048798048,1599048799275,8
1599048868517,1599048869454,9
1599048903636,1599048904680,10
1599048983131,1599048984415,11
1599049039471,1599049041014,12
1599049108890,1599049110301,13
1599049216386,1599049217926,14
