start,finish,counter
1599107139481,1599107167288,0
1599107174560,1599107178945,1
1599107244764,1599107251706,2
1599107314907,1599107328420,3
1599107385097,1599107395664,4
1599107420162,1599107426630,5
1599107490314,1599107497626,6
1599107560542,1599107575061,7
1599107630726,1599107636872,8
1599107670833,1599107673642,9
1599107741063,1599107745406,10
1599107811249,1599107815300,11
1599107846341,1599107849601,12
1599107894489,1599107896445,13
1599108035846,1599108037689,14
