start,finish,counter
1599095023475,1599095033841,0
1599095058512,1599095062091,1
1599095128647,1599095134963,2
1599095198769,1599095210104,3
1599095268907,1599095273822,4
1599095303967,1599095308901,5
1599095373116,1599095380184,6
1599095444295,1599095451056,7
1599095479328,1599095481458,8
1599095549494,1599095557525,9
1599095619662,1599095626410,10
1599095689812,1599095695479,11
1599095724869,1599095730577,12
1599095795020,1599095804023,13
1599095900222,1599095903452,14
