start,finish,counter
1600460576194,1600460584117,0
1600460636336,1600460637111,1
1600460696492,1600460697337,2
1600460756642,1600460761653,3
1600460816752,1600460822301,4
1600460876903,1600460877795,5
1600460937056,1600460938056,6
1600460997185,1600461002902,7
1600461057296,1600461058174,8
1600461117483,1600461118372,9
1600461177663,1600461183096,10
1600461237810,1600461238651,11
1600461297984,1600461303018,12
1600461358132,1600461358895,13
1600461418239,1600461419037,14
