start,finish,counter
1599258112460,1599258164891,0
1599258182693,1599258207190,1
1599258218840,1599258233225,2
1599258288015,1599258311758,3
1599258358296,1599258379593,4
1599258393368,1599258406115,5
1599258463590,1599258489416,6
1599258534875,1599258560622,7
1599258604116,1599258616634,8
1599258639231,1599258668907,9
1599258708465,1599258716778,10
1599258779757,1599258791376,11
1599258814873,1599258822026,12
1599258885132,1599258919568,13
1599258955326,1599258969381,14
