start,finish,counter
1598984924372,1598984927399,0
1598984994441,1598984996109,1
1598985029474,1598985031334,2
1598985100577,1598985102298,3
1598985133624,1598985134830,4
1598985203698,1598985204803,5
1598985274792,1598985276379,6
1598985344881,1598985347345,7
1598985414974,1598985416568,8
1598985450034,1598985451332,9
1598985521133,1598985522961,10
1598985590251,1598985592286,11
1598985625295,1598985626535,12
1598985695402,1598985697761,13
1598985765527,1598985766883,14
