start,finish,counter
1600622336746,1600622347518,0
1600622372926,1600622374348,1
1600622442197,1600622446643,2
1600622512468,1600622514198,3
1600622582842,1600622587977,4
1600622617968,1600622619903,5
1600622688269,1600622690513,6
1600622758560,1600622762574,7
1600622793700,1600622795024,8
1600622864039,1600622867406,9
1600622934383,1600622936978,10
1600623004713,1600623006671,11
1600623039840,1600623043518,12
1600623110203,1600623114997,13
1600623215600,1600623217000,14
