start,finish,counter
1600391487991,1600391488989,0
1600391526131,1600391526290,1
1600391652502,1600391652693,2
1600391722733,1600391722896,3
1600391789016,1600391789191,4
1600391854281,1600391854455,5
1600391901408,1600391901578,6
1600391981687,1600391981865,7
1600392013768,1600392014257,8
1600392091087,1600392091477,9
1600392142241,1600392142420,10
1600392213546,1600392213827,11
1600392260643,1600392260928,12
1600392326848,1600392327030,13
1600392371968,1600392372135,14
