start,finish,counter
1600488117845,1600488121761,0
1600488188023,1600488193222,1
1600488195035,1600488199614,2
1600488302294,1600488308400,3
1600488352348,1600488356656,4
1600488422558,1600488427292,5
1600488457597,1600488462428,6
1600488527777,1600488528598,7
1600488597936,1600488602853,8
1600488668143,1600488672711,9
1600488703194,1600488707784,10
1600488782362,1600488783059,11
1600488838472,1600488839246,12
1600488907634,1600488908258,13
1600489014809,1600489015496,14
