start,finish,counter
1600842225680,1600842231256,0
1600842296650,1600842299779,1
1600842333023,1600842342118,2
1600842402533,1600842406060,3
1600842473324,1600842477378,4
1600842508602,1600842512165,5
1600842579238,1600842581815,6
1600842651002,1600842654138,7
1600842720566,1600842728221,8
1600842755900,1600842759141,9
1600842825528,1600842829158,10
1600842897277,1600842901067,11
1600842932596,1600842935431,12
1600843003195,1600843006080,13
1600843073810,1600843080248,14
