start,finish,counter
1600750034994,1600750038870,0
1600750106334,1600750110183,1
1600750141453,1600750146264,2
1600750211686,1600750215078,3
1600750282007,1600750286041,4
1600750317092,1600750319667,5
1600750387327,1600750390386,6
1600750456568,1600750460551,7
1600750527890,1600750531985,8
1600750563024,1600750566819,9
1600750633236,1600750635972,10
1600750703517,1600750705898,11
1600750738621,1600750740936,12
1600750808898,1600750812289,13
1600750878119,1600750880590,14
