start,finish,counter
1599047213013,1599047229087,0
1599047248120,1599047249978,1
1599047318550,1599047324728,2
1599047388865,1599047395896,3
1599047459332,1599047468600,4
1599047494454,1599047499832,5
1599047564833,1599047569154,6
1599047635284,1599047643502,7
1599047670388,1599047671803,8
1599047740836,1599047745059,9
1599047776043,1599047777643,10
1599047881659,1599047886595,11
1599047916805,1599047920696,12
1599047987232,1599047994032,13
1599048092685,1599048094693,14
