start,finish,counter
1599824824133,1599824867884,0
1599824863060,1599824883858,1
1599824990280,1599824993127,2
1599825060992,1599825064116,3
1599825127822,1599825143316,4
1599825193602,1599825198743,5
1599825240934,1599825243930,6
1599825321884,1599825330842,7
1599825354168,1599825369692,8
1599825432098,1599825452913,9
1599825483541,1599825512200,10
1599825555385,1599825563553,11
1599825602707,1599825631879,12
1599825669297,1599825672633,13
1599825714735,1599825717661,14
