start,finish,counter
1599620944485,1599620962325,0
1599620974558,1599620984048,1
1599621034841,1599621037895,2
1599621095111,1599621098554,3
1599621155388,1599621157011,4
1599621185549,1599621187284,5
1599621275942,1599621291709,6
1599621336235,1599621342573,7
1599621396484,1599621398457,8
1599621456831,1599621461035,9
1599621517126,1599621518947,10
1599621577395,1599621579293,11
1599621636673,1599621638846,12
1599621666877,1599621668717,13
1599621817444,1599621821586,14
