start,finish,counter
1599822605570,1599822656877,0
1599822641218,1599822678460,1
1599822711933,1599822741676,2
1599822782613,1599822819680,3
1599822853576,1599822907795,4
1599822888884,1599822924489,5
1599822958541,1599822989156,6
1599823030371,1599823056713,7
1599823065757,1599823071718,8
1599823136578,1599823173225,9
1599823207291,1599823232740,10
1599823278147,1599823301252,11
1599823313486,1599823331269,12
1599823384140,1599823395426,13
1599823490061,1599823495381,14
