start,finish,counter
1599220238051,1599220289500,0
1599220308290,1599220315696,1
1599220329362,1599220331601,2
1599220414636,1599220437394,3
1599220484932,1599220505917,4
1599220520022,1599220528975,5
1599220555131,1599220558030,6
1599220730720,1599220742112,7
1599220765838,1599220778393,8
1599220836074,1599220859465,9
1599220906340,1599220918838,10
1599220941458,1599220956406,11
1599221011713,1599221042917,12
1599221059852,1599221062010,13
1599221130051,1599221132882,14
