start,finish,counter
1599820387342,1599820417220,0
1599820448232,1599820474566,1
1599820508976,1599820518509,2
1599820569544,1599820594221,3
1599820630003,1599820656929,4
1599820690787,1599820706667,5
1599820751403,1599820771756,6
1599820812018,1599820837916,7
1599820872546,1599820911581,8
1599820933312,1599820969211,9
1599820993973,1599821018583,10
1599821054461,1599821081654,11
1599821115137,1599821139529,12
1599821175715,1599821184317,13
1599821236166,1599821259501,14
