start,finish,counter
1600479308538,1600479313990,0
1600479378789,1600479378947,1
1600479413920,1600479414394,2
1600479499284,1600479499539,3
1600479534379,1600479534824,4
1600479604710,1600479604864,5
1600479675026,1600479675185,6
1600479710116,1600479710291,7
1600479780377,1600479780542,8
1600479850679,1600479850831,9
1600479920964,1600479921121,10
1600479956056,1600479956521,11
1600480026353,1600480026517,12
1600480096661,1600480096832,13
1600480201979,1600480202205,14
