start,finish,counter
1600610666067,1600610675345,0
1600610726211,1600610729041,1
1600610786424,1600610787985,2
1600610836500,1600610837515,3
1600610906683,1600610910216,4
1600610967919,1600610969706,5
1600611028102,1600611030740,6
1600611058160,1600611060330,7
1600611148409,1600611150281,8
1600611208625,1600611210253,9
1600611238710,1600611241064,10
1600611328976,1600611330250,11
1600611390246,1600611396139,12
1600611449408,1600611450685,13
1600611509538,1600611512200,14
