start,finish,counter
1600840009400,1600840015208,0
1600840056276,1600840061197,1
1600840127994,1600840131640,2
1600840198663,1600840200967,3
1600840252992,1600840256109,4
1600840303597,1600840311142,5
1600840374239,1600840383928,6
1600840440914,1600840447310,7
1600840476130,1600840479164,8
1600840546866,1600840549223,9
1600840616548,1600840619973,10
1600840652836,1600840656061,11
1600840723512,1600840726863,12
1600840794141,1600840798136,13
1600840899942,1600840902787,14
