start,finish,counter
1600748935409,1600748940117,0
1600749005666,1600749011806,1
1600749039717,1600749042250,2
1600749110989,1600749114602,3
1600749181265,1600749184502,4
1600749216366,1600749218774,5
1600749286584,1600749289133,6
1600749356884,1600749359651,7
1600749427162,1600749430308,8
1600749461281,1600749463301,9
1600749532543,1600749535419,10
1600749602823,1600749604988,11
1600749637937,1600749640830,12
1600749708160,1600749711144,13
1600749778423,1600749781652,14
